OTUID,Phylum,INDO18S12S1A,INDO18S12S1B,INDO18S12S1C,INDO18S12S2A,INDO18S12S2B,INDO18S12S2C,INDO18S13S1A,INDO18S13S1B,INDO18S13S1C
OTU_754433,Porifera,1.77E-06,0,0,0,0,0,0,2.71E-06,2.04E-06
OTU_754688,Arthropoda,0,0,7.73E-06,0,0,0,0,2.71E-06,0
OTU_754879,Arthropoda,0,0,0,0,0,0,0,8.13E-06,0
OTU_754898,Arthropoda,0,0,0,0,0,1.05E-06,0,2.71E-06,5.07E-06
OTU_754940,Annelida,1.44E-06,0,0,0,2.90E-06,0,0,2.71E-06,0
OTU_75509,Arthropoda,0,7.90E-06,0,0,0,0,0,0,0
OTU_755495,Arthropoda,0,5.27E-06,0,0,0,0,0,2.71E-06,0
OTU_755545,Arthropoda,0,0,0,0,0,0,0,8.13E-06,0
OTU_756081,Arthropoda,0,2.00E-06,0,2.65E-06,0,0,0,2.71E-06,0
OTU_75641,Chlorophyta,0,0,0,0,0,0,0,0,7.47E-06
OTU_756485,Cnidaria,1.77E-06,0,0,2.65E-06,0,0,0,2.71E-06,0
OTU_756845,Cnidaria,1.44E-06,0,0,0,0,0,0,5.43E-06,0
OTU_756858,Arthropoda,0,0,0,0,0,0,0,9.63E-06,0
OTU_757008,Miozoa,0,0,0,0,0,0,0,8.13E-06,0
OTU_757294,Arthropoda,0,0,0,0,0,2.59E-06,0,2.71E-06,2.49E-06
OTU_757383,Cnidaria,1.44E-06,0,0,0,0,2.59E-06,0,2.71E-06,0
OTU_758124,Platyhelminthes,0,2.63E-06,3.87E-06,0,0,0,0,2.71E-06,0
OTU_759067,Arthropoda,0,0,0,0,0,5.20E-06,0,2.71E-06,0
OTU_759136,Ciliophora,0,0,0,0,3.03E-06,0,0,5.43E-06,0
OTU_759203,Arthropoda,0,0,0,0,0,2.59E-06,0,5.43E-06,0
OTU_759367,Entoprocta,0,0,0,0,0,0,0,5.43E-06,5.07E-06
OTU_759466,Mollusca,0,0,0,0,0,0,0,8.13E-06,0
OTU_7595,Rhodophyta,0,0,0,4.20E-06,0,0,0,2.71E-06,0
OTU_7597,Ciliophora,0,0,0,2.36E-06,0,2.59E-06,0,3.93E-06,0
OTU_759817,Porifera,0,5.27E-06,0,0,0,0,0,2.71E-06,0
OTU_759819,Sulcuzoa,0,0,7.73E-06,0,0,0,0,2.71E-06,0
OTU_760016,Ochrophyta,0,0,0,5.30E-06,0,0,0,2.71E-06,0
OTU_7602,Rotifera,0,0,3.87E-06,0,0,3.64E-06,0,0,0
OTU_760240,Arthropoda,0,0,3.87E-06,0,0,0,0,5.43E-06,0
OTU_760666,Porifera,0,0,0,0,0,0,0,8.13E-06,0
OTU_760694,Cnidaria,0,0,0,5.30E-06,0,0,0,2.71E-06,0
OTU_760851,Porifera,0,0,0,0,2.90E-06,2.59E-06,0,2.71E-06,0
OTU_761,Chordata,0,0,0,0,0,3.15E-06,0,0,0
OTU_761051,Bryozoa,0,0,0,0,0,0,0,8.13E-06,0
OTU_76122,Miozoa,0,0,0,5.30E-06,0,0,3.97E-06,0,0
OTU_761463,Arthropoda,0,0,0,0,0,2.59E-06,0,5.43E-06,0
OTU_761482,Arthropoda,0,0,0,0,0,0,2.74E-06,5.43E-06,0
OTU_761527,Arthropoda,0,0,0,0,0,0,0,8.13E-06,0
OTU_76158,Chlorophyta,0,0,0,0,0,0,1.02E-05,0,0
OTU_761588,Rhodophyta,0,0,0,0,0,0,0,1.06E-05,0
OTU_761614,Rhodophyta,1.77E-06,0,0,0,0,1.05E-06,0,2.71E-06,0
OTU_761932,Arthropoda,0,0,0,2.36E-06,0,0,0,5.43E-06,0
OTU_762412,Ochrophyta,1.44E-06,0,0,0,0,2.59E-06,0,2.71E-06,0
OTU_7627,Ochrophyta,4.30E-06,0,0,0,0,0,0,0,0
OTU_763126,Cnidaria,0,0,0,0,0,2.10E-06,0,2.71E-06,0
OTU_763154,Miozoa,0,0,0,0,0,1.05E-06,0,6.91E-06,0
OTU_763169,Arthropoda,0,0,3.87E-06,0,0,0,3.40E-06,2.71E-06,0
OTU_764434,Porifera,0,2.63E-06,0,0,2.90E-06,0,0,2.71E-06,0
OTU_764444,Miozoa,0,0,0,0,0,0,0,8.13E-06,0
OTU_764597,Annelida,0,0,3.87E-06,0,0,0,0,5.43E-06,0
OTU_764633,Arthropoda,0,0,3.87E-06,0,0,0,0,2.71E-06,5.07E-06
OTU_764739,Arthropoda,0,0,0,0,0,2.59E-06,0,2.71E-06,5.07E-06
OTU_764767,Arthropoda,1.44E-06,0,0,0,0,0,0,5.43E-06,0
OTU_764812,Ochrophyta,0,2.63E-06,0,0,0,0,0,6.65E-06,0
OTU_764955,Arthropoda,0,0,0,2.65E-06,0,0,2.74E-06,2.71E-06,0
OTU_764956,Nematoda,1.44E-06,0,0,0,0,0,0,5.43E-06,0
OTU_765249,Arthropoda,0,0,0,0,0,2.59E-06,0,5.43E-06,0
OTU_765890,Chordata,0,0,0,0,0,2.10E-06,0,3.93E-06,0
OTU_765937,Rhodophyta,0,0,0,0,3.03E-06,0,0,8.13E-06,0
OTU_765965,Porifera,0,0,0,0,0,0,0,1.18E-05,0
OTU_766003,Porifera,0,0,0,0,0,0,0,1.24E-05,0
OTU_766215,Annelida,0,0,0,0,0,0,0,1.18E-05,0
OTU_7669,Platyhelminthes,0,4.00E-06,2.95E-06,0,0,0,0,0,0
OTU_766974,Mollusca,0,2.63E-06,3.87E-06,0,0,0,0,3.93E-06,0
OTU_767259,Annelida,0,0,0,0,0,0,0,1.18E-05,0
OTU_767673,Cercozoa,0,2.00E-06,3.87E-06,0,0,0,0,3.93E-06,0
OTU_767694,Porifera,0,0,0,0,3.03E-06,0,0,7.87E-06,0
OTU_768051,Annelida,0,0,0,0,0,0,0,1.18E-05,0
OTU_768294,Retaria,0,0,0,0,0,0,0,8.13E-06,5.07E-06
OTU_768559,Mollusca,0,0,0,0,0,0,0,1.18E-05,0
OTU_768573,Annelida,0,0,0,0,0,0,0,1.18E-05,0
OTU_768968,Porifera,3.12E-06,0,0,0,0,0,0,3.93E-06,2.04E-06
OTU_769059,Annelida,0,0,0,0,0,0,0,1.18E-05,0
OTU_769236,Porifera,3.53E-06,0,0,0,0,0,0,3.93E-06,0
OTU_769587,Arthropoda,0,0,0,0,0,0,0,1.18E-05,0
OTU_769609,Arthropoda,0,0,0,0,3.03E-06,0,0,3.93E-06,2.49E-06
OTU_769749,Mollusca,0,0,0,0,0,0,0,7.87E-06,2.04E-06
OTU_769910,Bryozoa,0,0,0,0,0,1.05E-06,3.97E-06,3.93E-06,0
OTU_769933,Annelida,0,0,3.87E-06,0,0,1.05E-06,0,3.93E-06,0
OTU_770011,Bryozoa,0,0,0,0,0,0,0,1.18E-05,0
OTU_770053,Mollusca,0,0,0,0,0,0,0,1.18E-05,0
OTU_770203,Porifera,0,0,0,0,0,1.05E-06,0,7.87E-06,0
OTU_770400,Nematoda,0,2.00E-06,0,2.65E-06,0,0,0,3.93E-06,0
OTU_770678,Arthropoda,0,0,0,0,3.03E-06,0,0,7.87E-06,0
OTU_771277,Chordata,1.77E-06,0,0,0,1.14E-06,0,0,3.93E-06,0
OTU_772147,Cnidaria,0,0,0,0,2.90E-06,2.59E-06,0,3.93E-06,0
OTU_772897,Rhodophyta,0,0,0,4.20E-06,0,0,0,3.93E-06,0
OTU_772899,Cnidaria,0,0,0,0,0,0,0,6.65E-06,2.04E-06
OTU_773130,Cnidaria,0,0,0,0,0,0,0,3.93E-06,4.97E-06
OTU_77362,Sulcuzoa,4.30E-06,0,0,0,0,0,0,0,0
OTU_773665,Chordata,0,0,0,0,0,0,0,1.26E-05,0
OTU_773748,Chordata,0,0,0,0,0,0,0,1.26E-05,0
OTU_773860,Porifera,1.77E-06,0,0,0,0,0,0,8.13E-06,0
OTU_773889,Porifera,0,0,0,0,0,0,0,1.26E-05,0
OTU_773909,Porifera,1.77E-06,0,0,0,0,0,0,8.43E-06,0
OTU_773940,Chordata,0,0,0,0,2.27E-06,0,0,4.20E-06,0
OTU_774062,Porifera,0,0,0,0,0,0,0,1.26E-05,0
OTU_774226,Chordata,0,0,0,0,0,0,0,1.26E-05,0
OTU_774391,Chordata,0,0,0,0,0,0,0,1.26E-05,0
OTU_774458,Chordata,0,0,0,0,1.14E-06,0,0,8.43E-06,0
OTU_774599,Porifera,3.53E-06,0,0,0,0,0,0,4.20E-06,0
OTU_774715,Nematoda,1.77E-06,0,0,2.11E-06,0,0,0,4.20E-06,0
OTU_774932,Porifera,0,0,0,0,0,0,0,1.26E-05,0
OTU_775014,Chordata,0,0,0,0,0,0,0,8.43E-06,2.04E-06
OTU_775062,Chordata,0,0,0,0,0,0,0,1.26E-05,0
OTU_775184,Chordata,0,0,0,0,2.27E-06,0,0,4.20E-06,0
OTU_775202,Chordata,0,2.00E-06,0,0,0,0,0,8.43E-06,0
OTU_775240,Chordata,0,0,0,0,0,0,0,1.26E-05,0
OTU_775273,Chordata,0,0,0,0,0,0,0,1.26E-05,0
OTU_775672,Rhodophyta,0,0,0,0,1.14E-06,0,0,8.43E-06,0
OTU_775849,Platyhelminthes,1.44E-06,0,0,0,0,0,0,8.43E-06,0
OTU_775853,Chordata,0,0,0,0,0,0,0,1.26E-05,0
OTU_775984,Unknown,0,0,0,0,0,0,0,1.26E-05,0
OTU_7760,Mollusca,0,0,0,2.65E-06,0,5.20E-06,0,0,0
OTU_776044,Chordata,0,4.00E-06,0,0,0,0,0,4.20E-06,0
OTU_776085,Miozoa,1.77E-06,0,0,0,0,1.05E-06,0,4.20E-06,0
OTU_776135,Chordata,0,0,0,0,0,0,0,1.26E-05,0
OTU_776150,Chordata,0,2.00E-06,0,0,0,0,0,4.20E-06,2.04E-06
OTU_776401,Chordata,0,2.00E-06,0,0,1.14E-06,0,0,4.20E-06,0
OTU_776490,Nematoda,0,0,0,2.11E-06,0,1.05E-06,0,4.20E-06,0
OTU_776564,Miozoa,1.77E-06,0,0,0,0,0,0,4.20E-06,5.07E-06
OTU_776573,Chordata,0,0,3.87E-06,0,0,0,0,8.43E-06,0
OTU_776855,Chordata,0,0,0,0,0,0,0,1.26E-05,0
OTU_776910,Chordata,0,0,0,0,2.27E-06,0,0,4.20E-06,0
OTU_776936,Chordata,0,0,0,0,1.14E-06,0,0,8.43E-06,0
OTU_777096,Retaria,0,0,0,0,0,0,0,4.20E-06,7.55E-06
OTU_777373,Nematoda,3.12E-06,0,0,0,0,0,0,8.43E-06,0
OTU_777397,Chordata,0,0,0,0,0,0,0,1.26E-05,0
OTU_777833,Chordata,0,0,0,0,0,0,0,8.43E-06,2.04E-06
OTU_777933,Chordata,0,0,0,0,0,0,0,1.26E-05,0
OTU_777988,Porifera,3.53E-06,0,0,0,0,0,0,4.20E-06,0
OTU_778014,Chordata,0,2.00E-06,0,0,0,0,0,4.20E-06,2.04E-06
OTU_778053,Chordata,0,0,0,0,0,0,0,1.26E-05,0
OTU_778315,Bryozoa,0,0,0,2.11E-06,0,0,0,8.43E-06,0
OTU_778592,Nematoda,1.77E-06,0,0,0,0,0,0,8.13E-06,0
OTU_77875,Cnidaria,4.64E-06,0,0,0,0,0,0,0,0
OTU_779032,Porifera,1.77E-06,0,0,0,0,0,0,8.43E-06,0
OTU_779208,Chordata,0,2.00E-06,0,2.65E-06,0,0,0,4.20E-06,0
OTU_779223,Chordata,0,0,5.90E-06,0,0,0,0,4.20E-06,0
OTU_779699,Miozoa,0,0,0,2.65E-06,2.90E-06,0,0,0,5.07E-06
OTU_779727,Annelida,0,2.63E-06,0,0,0,0,0,0,1.01E-05
OTU_779963,Arthropoda,0,0,0,0,0,0,0,0,1.52E-05
OTU_780037,Annelida,1.44E-06,0,0,0,0,0,0,0,1.01E-05
OTU_780319,Ochrophyta,1.44E-06,0,0,0,0,2.59E-06,0,0,5.07E-06
OTU_7807,Rhodophyta,0,0,0,0,0,2.10E-06,0,0,5.07E-06
OTU_780802,Cercozoa,1.77E-06,0,0,2.11E-06,0,0,0,0,5.07E-06
OTU_780918,Arthropoda,0,0,0,0,0,2.59E-06,0,0,1.01E-05
OTU_781321,Arthropoda,0,2.63E-06,0,0,0,0,0,0,1.01E-05
OTU_781474,Platyhelminthes,0,0,0,0,0,0,5.47E-06,0,5.07E-06
OTU_781767,Chlorophyta,0,0,3.87E-06,0,2.90E-06,0,0,0,5.07E-06
OTU_782131,Arthropoda,0,0,0,0,0,2.59E-06,0,0,1.01E-05
OTU_782208,Arthropoda,0,0,0,0,0,0,2.74E-06,0,7.55E-06
OTU_782485,Arthropoda,0,0,0,0,0,2.59E-06,0,0,1.01E-05
OTU_782554,Arthropoda,0,0,0,0,0,0,0,0,1.52E-05
OTU_783094,Arthropoda,0,0,0,0,0,0,0,0,1.52E-05
OTU_783207,Nematoda,0,0,0,0,0,0,0,0,1.52E-05
OTU_783381,Platyhelminthes,0,0,0,0,0,0,0,0,1.52E-05
OTU_783498,Arthropoda,0,0,0,0,0,0,0,0,1.52E-05
OTU_783717,Annelida,0,0,0,2.65E-06,2.90E-06,0,0,0,5.07E-06
OTU_784352,Arthropoda,2.87E-06,0,0,0,0,0,0,0,5.07E-06
OTU_784633,Arthropoda,0,0,0,0,2.90E-06,0,0,0,1.01E-05
OTU_784644,Arthropoda,1.44E-06,0,0,0,2.90E-06,0,0,0,5.07E-06
OTU_785164,Nematoda,0,0,0,0,0,0,0,0,1.52E-05
OTU_785769,Miozoa,0,0,0,0,0,5.20E-06,0,0,5.07E-06
OTU_786485,Annelida,0,0,0,2.65E-06,0,2.59E-06,0,0,5.07E-06
OTU_786510,Nematoda,0,2.63E-06,3.87E-06,0,0,0,0,0,5.07E-06
OTU_786556,Nematoda,0,5.27E-06,0,0,0,0,0,0,5.07E-06
OTU_786598,Arthropoda,0,0,0,0,1.14E-06,0,0,0,1.01E-05
OTU_786928,Annelida,2.87E-06,0,0,0,0,0,0,0,5.07E-06
OTU_786971,Miozoa,0,0,0,0,2.90E-06,2.59E-06,0,0,5.07E-06
OTU_787056,Platyhelminthes,0,0,0,0,0,0,0,0,1.52E-05
OTU_787086,Arthropoda,1.44E-06,0,0,0,0,0,0,0,1.01E-05
OTU_787172,Ochrophyta,0,2.63E-06,3.87E-06,0,0,0,0,0,5.07E-06
OTU_787214,Arthropoda,0,0,0,0,0,5.20E-06,0,0,5.07E-06
OTU_787311,Arthropoda,1.44E-06,0,3.87E-06,0,0,0,0,0,5.07E-06
OTU_787389,Arthropoda,1.44E-06,0,0,0,2.90E-06,0,0,0,5.07E-06
OTU_787666,Arthropoda,0,0,0,0,0,5.20E-06,0,0,5.07E-06
OTU_787802,Arthropoda,2.87E-06,0,0,0,0,0,0,0,5.07E-06
OTU_787874,Xenacoelomorpha,0,0,0,0,0,0,0,0,1.52E-05
OTU_788329,Chordata,0,0,0,0,0,0,0,0,1.52E-05
OTU_788330,Arthropoda,1.44E-06,0,0,0,0,2.59E-06,0,0,5.07E-06
OTU_788494,Echinodermata,0,0,0,0,0,0,0,0,1.52E-05
OTU_788656,Chordata,0,3.60E-06,0,0,0,0,0,0,1.01E-05
OTU_788767,Arthropoda,0,0,0,0,0,0,0,0,1.52E-05
OTU_789319,Nematoda,0,0,0,0,0,0,0,0,1.26E-05
OTU_789405,Arthropoda,0,0,0,0,2.90E-06,2.59E-06,0,0,5.07E-06
OTU_789901,Annelida,0,0,0,0,2.90E-06,0,2.74E-06,0,5.07E-06
OTU_790165,Arthropoda,2.87E-06,0,0,0,0,0,0,0,5.07E-06
OTU_790424,Arthropoda,0,2.63E-06,0,0,2.90E-06,0,0,0,5.07E-06
OTU_790481,Retaria,0,0,0,0,0,0,0,0,1.00E-05
OTU_79121,Mollusca,0,9.87E-06,0,0,0,0,0,0,0
OTU_791452,Nematoda,1.44E-06,2.63E-06,0,0,0,0,0,0,5.07E-06
OTU_791891,Annelida,0,2.63E-06,0,0,0,0,0,0,1.01E-05
OTU_792317,Nematoda,0,0,0,0,0,0,0,0,1.52E-05
OTU_79272,Annelida,0,0,0,0,0,3.15E-06,0,0,0
OTU_792831,Annelida,1.44E-06,0,0,0,0,0,0,2.71E-06,5.07E-06
OTU_792960,Arthropoda,0,0,0,0,0,0,0,0,1.52E-05
OTU_793396,Arthropoda,1.44E-06,0,0,0,0,0,0,4.20E-06,5.07E-06
OTU_793669,Annelida,0,0,0,0,0,2.59E-06,2.74E-06,0,5.07E-06
OTU_794062,Rhodophyta,0,0,0,0,0,0,0,0,7.47E-06
OTU_794114,Annelida,0,0,0,0,0,0,0,0,7.47E-06
OTU_794421,Nemertea,0,0,0,0,0,0,0,0,7.47E-06
OTU_794433,Annelida,0,0,3.87E-06,0,0,0,0,0,4.97E-06
OTU_7945,Mollusca,0,0,7.73E-06,0,0,2.59E-06,0,0,0
OTU_794514,Arthropoda,0,2.63E-06,0,0,0,0,0,2.71E-06,2.49E-06
OTU_794694,Cnidaria,0,2.00E-06,0,0,0,0,0,0,4.97E-06
OTU_795581,Rhodophyta,0,0,2.95E-06,0,1.14E-06,0,0,0,2.49E-06
OTU_795831,Mollusca,0,0,0,0,0,0,0,0,7.47E-06
OTU_796374,Annelida,0,0,0,0,0,0,0,0,7.47E-06
OTU_796638,Amoebozoa,0,0,0,2.36E-06,0,0,0,0,4.97E-06
OTU_796802,Annelida,0,0,0,0,0,0,0,0,7.47E-06
OTU_797004,Arthropoda,0,0,0,0,0,2.59E-06,0,0,4.97E-06
OTU_797038,Annelida,0,0,0,0,0,0,0,0,7.47E-06
OTU_797083,Arthropoda,0,0,0,0,0,5.77E-06,0,0,4.97E-06
OTU_797362,Nematoda,0,0,0,0,2.90E-06,0,0,0,4.97E-06
OTU_797476,Mollusca,0,0,0,0,0,0,0,2.71E-06,4.97E-06
OTU_7980,Miozoa,0,0,0,0,0,0,9.54E-06,0,0
OTU_798135,Unknown,0,0,0,0,0,0,0,0,7.47E-06
OTU_79848,Bigyra,0,2.63E-06,0,0,0,2.10E-06,0,0,0
OTU_798493,Arthropoda,0,0,0,0,0,0,0,0,7.47E-06
OTU_79855,Porifera,0,0,0,2.36E-06,0,0,2.74E-06,0,2.49E-06
OTU_798768,Mollusca,0,0,0,0,0,0,0,0,7.47E-06
OTU_798835,Rhodophyta,0,0,0,0,0,2.10E-06,0,0,2.49E-06
OTU_798897,Porifera,0,3.60E-06,0,0,0,1.05E-06,0,0,2.49E-06
OTU_798931,Arthropoda,0,0,0,0,0,0,0,0,7.47E-06
OTU_798935,Arthropoda,0,0,0,0,0,2.59E-06,0,0,4.97E-06
OTU_799104,Chlorophyta,0,0,0,0,0,5.20E-06,0,0,2.49E-06
OTU_799287,Unknown,0,2.63E-06,0,0,0,2.59E-06,0,0,2.49E-06
OTU_799357,Rhodophyta,0,0,0,0,0,0,0,0,7.47E-06
OTU_800025,Chordata,0,7.23E-06,0,0,0,0,0,0,2.49E-06
OTU_800147,Porifera,0,0,0,0,0,0,3.40E-06,0,4.97E-06
OTU_800997,Rhodophyta,0,0,0,0,0,1.05E-06,0,0,4.97E-06
OTU_801848,Chordata,1.77E-06,3.60E-06,0,0,0,0,0,0,2.49E-06
OTU_801850,Rhodophyta,0,0,3.87E-06,0,0,0,0,0,4.97E-06
OTU_801871,Mollusca,0,2.63E-06,0,0,0,0,0,0,4.97E-06
OTU_801947,Ochrophyta,0,0,0,0,2.90E-06,0,0,0,4.53E-06
OTU_802116,Rhodophyta,0,0,0,0,0,0,0,5.43E-06,2.49E-06
OTU_802325,Rhodophyta,0,0,0,2.11E-06,0,0,0,0,4.53E-06
OTU_802646,Annelida,0,0,0,0,2.90E-06,2.59E-06,0,0,2.49E-06
OTU_802721,Rhodophyta,0,0,0,0,1.14E-06,0,0,0,4.97E-06
OTU_80289,Rhodophyta,0,3.60E-06,0,0,1.14E-06,0,3.40E-06,0,0
OTU_803000,Mollusca,0,0,0,0,0,5.77E-06,0,0,4.97E-06
OTU_803082,Mollusca,0,0,0,0,0,0,0,0,7.47E-06
OTU_803252,Rhodophyta,0,0,0,0,0,3.64E-06,0,0,2.49E-06
OTU_803318,Mollusca,0,0,0,0,6.07E-06,0,0,0,2.49E-06
OTU_803458,Ochrophyta,0,2.00E-06,0,0,1.14E-06,0,0,0,2.49E-06
OTU_803663,Annelida,0,0,0,0,0,0,0,7.87E-06,2.49E-06
OTU_80379,Arthropoda,0,0,0,0,0,2.59E-06,0,0,1.01E-05
OTU_803850,Annelida,0,0,0,0,0,0,0,0,7.47E-06
OTU_803884,Chordata,0,0,0,0,0,1.05E-06,0,0,4.97E-06
OTU_804019,Mollusca,0,0,0,0,0,0,0,0,7.47E-06
OTU_804065,Cnidaria,0,3.60E-06,0,2.65E-06,0,0,0,0,2.49E-06
OTU_805,Rhodophyta,3.21E-06,0,0,0,0,1.05E-06,0,0,0
OTU_805400,Arthropoda,0,2.63E-06,0,0,3.03E-06,0,0,0,2.49E-06
OTU_806020,Rhodophyta,3.53E-06,0,0,0,0,0,0,0,2.04E-06
OTU_806044,Arthropoda,1.44E-06,0,0,0,0,0,0,0,4.10E-06
OTU_806050,Chordata,0,0,0,0,0,0,0,0,6.13E-06
OTU_806083,Chordata,0,0,0,0,0,0,0,0,6.13E-06
OTU_806086,Chordata,0,4.00E-06,0,0,0,0,0,0,2.04E-06
OTU_806171,Arthropoda,0,0,0,0,0,2.59E-06,2.74E-06,0,2.04E-06
OTU_806283,Porifera,3.53E-06,0,0,0,0,0,0,0,2.04E-06
OTU_806293,Chordata,0,7.23E-06,0,0,0,0,0,0,2.04E-06
OTU_806351,Annelida,3.12E-06,0,0,2.11E-06,0,0,0,0,2.04E-06
OTU_806413,Chordata,0,0,0,2.11E-06,0,0,0,0,4.10E-06
OTU_806419,Chordata,0,2.00E-06,0,0,0,0,0,0,4.10E-06
OTU_806464,Chordata,0,0,0,0,0,0,0,0,6.13E-06
OTU_806473,Rhodophyta,0,0,0,0,1.14E-06,1.05E-06,0,0,2.04E-06
OTU_806566,Porifera,0,0,0,0,0,0,7.93E-06,0,2.04E-06
OTU_806580,Chordata,0,0,0,0,0,2.10E-06,0,0,2.04E-06
OTU_806626,Mollusca,3.53E-06,0,0,0,0,0,0,0,2.04E-06
OTU_806647,Annelida,0,0,0,0,0,0,0,0,6.13E-06
OTU_806755,Arthropoda,0,2.00E-06,0,0,0,0,0,0,4.10E-06
OTU_806768,Arthropoda,0,5.27E-06,0,0,0,0,0,0,2.04E-06
OTU_806772,Annelida,0,0,0,0,0,0,0,0,6.13E-06
OTU_807014,Arthropoda,0,0,0,2.65E-06,0,0,0,4.20E-06,2.04E-06
OTU_807039,Chordata,0,0,0,0,0,0,0,0,6.13E-06
OTU_807130,Nematoda,4.64E-06,0,0,0,0,0,0,0,0
OTU_807738,Annelida,0,0,0,0,0,0,0,2.71E-06,1.01E-05
OTU_808154,Arthropoda,0,0,7.73E-06,0,2.90E-06,0,0,0,0
OTU_808424,Arthropoda,0,0,0,0,0,0,0,0,1.52E-05
OTU_809116,Arthropoda,0,0,0,2.65E-06,2.90E-06,2.59E-06,0,0,0
OTU_809332,Arthropoda,0,2.63E-06,0,0,0,0,2.74E-06,0,5.07E-06
OTU_809383,Miozoa,2.87E-06,0,0,0,0,1.05E-06,0,0,0
OTU_809517,Arthropoda,0,0,0,2.65E-06,0,0,0,2.71E-06,5.07E-06
OTU_809877,Ochrophyta,1.77E-06,4.00E-06,0,0,0,0,0,0,0
OTU_8102,Annelida,0,0,0,0,0,0,3.97E-06,0,4.10E-06
OTU_8108,Ochrophyta,0,0,0,0,1.14E-06,0,0,5.43E-06,0
OTU_811192,Arthropoda,1.44E-06,0,0,2.65E-06,0,2.59E-06,0,0,0
OTU_811837,Arthropoda,4.55E-06,0,0,2.65E-06,0,0,0,0,0
OTU_811878,Chordata,0,0,0,0,0,0,0,0,1.52E-05
OTU_811991,Arthropoda,1.44E-06,0,3.87E-06,0,0,0,0,0,5.07E-06
OTU_812865,Arthropoda,0,0,0,4.20E-06,2.90E-06,0,0,0,0
OTU_813952,Arthropoda,0,2.63E-06,3.87E-06,0,2.90E-06,0,0,0,0
OTU_814190,Annelida,1.44E-06,2.63E-06,0,0,0,0,2.74E-06,0,0
OTU_814331,Mollusca,1.44E-06,2.63E-06,0,0,0,0,0,2.71E-06,0
OTU_814464,Annelida,0,0,0,0,0,0,3.40E-06,0,1.01E-05
OTU_815379,Ochrophyta,3.12E-06,0,1.81E-06,0,3.03E-06,0,0,0,0
OTU_816321,Arthropoda,0,0,0,0,5.80E-06,0,0,2.71E-06,0
OTU_816556,Arthropoda,0,0,0,0,5.80E-06,0,0,0,5.07E-06
OTU_818028,Chordata,0,4.00E-06,0,0,0,0,0,0,2.04E-06
OTU_818810,Ochrophyta,0,0,0,0,0,6.25E-06,0,0,0
OTU_819723,Arthropoda,0,0,0,0,0,7.77E-06,0,0,0
OTU_820258,Chordata,0,0,3.87E-06,0,0,1.05E-06,3.97E-06,0,0
OTU_821552,Annelida,0,5.27E-06,0,0,0,2.59E-06,0,0,0
OTU_821815,Porifera,0,0,0,0,5.93E-06,0,0,4.20E-06,0
OTU_823766,Arthropoda,2.87E-06,0,0,0,0,2.59E-06,0,0,0
OTU_825078,Arthropoda,3.53E-06,2.63E-06,0,0,0,0,0,0,0
OTU_825103,Bryozoa,1.44E-06,0,0,0,0,2.10E-06,0,0,0
OTU_825305,Porifera,0,0,0,2.11E-06,0,1.05E-06,3.97E-06,0,0
OTU_82640,Echinodermata,0,0,0,0,0,0,7.93E-06,2.71E-06,0
OTU_83187,Porifera,0,0,0,0,6.07E-06,0,2.74E-06,0,0
OTU_832069,Rhodophyta,1.77E-06,0,0,2.36E-06,0,0,3.97E-06,0,0
OTU_83229,Arthropoda,1.44E-06,0,0,0,0,0,2.74E-06,0,5.07E-06
OTU_832345,Annelida,2.87E-06,0,0,0,0,5.77E-06,0,0,0
OTU_834725,Chordata,0,3.60E-06,5.90E-06,0,0,0,0,0,0
OTU_835455,Miozoa,0,0,0,6.33E-06,0,0,0,0,0
OTU_83637,Annelida,1.44E-06,0,0,0,0,5.20E-06,0,0,0
OTU_836799,Annelida,0,0,0,2.36E-06,0,0,0,0,7.55E-06
OTU_837486,Annelida,0,2.63E-06,0,0,0,5.20E-06,0,0,0
OTU_837715,Rhodophyta,1.77E-06,0,0,2.36E-06,0,0,0,3.93E-06,0
OTU_837879,Chordata,0,0,0,0,0,0,0,1.26E-05,0
OTU_838944,Porifera,0,5.27E-06,0,0,0,2.59E-06,0,0,0
OTU_838952,Porifera,0,0,0,0,0,0,0,1.11E-05,0
OTU_840177,Rhodophyta,0,2.00E-06,0,0,1.14E-06,1.05E-06,0,0,0
OTU_842008,Annelida,0,2.63E-06,0,2.36E-06,3.03E-06,0,0,0,0
OTU_842443,Platyhelminthes,0,5.27E-06,0,0,3.03E-06,0,0,0,0
OTU_842615,Annelida,0,0,0,4.73E-06,0,0,3.40E-06,0,0
OTU_844238,Unknown,0,4.00E-06,0,0,0,1.05E-06,0,0,0
OTU_844590,Annelida,0,3.60E-06,0,4.73E-06,0,0,0,0,0
OTU_845499,Arthropoda,3.12E-06,0,0,0,3.03E-06,5.77E-06,0,0,0
OTU_846043,Porifera,0,2.00E-06,1.81E-06,0,0,5.77E-06,0,0,0
OTU_84707,Annelida,0,0,0,0,0,7.77E-06,0,0,0
OTU_847761,Mollusca,0,0,0,2.36E-06,0,5.77E-06,0,0,2.49E-06
OTU_84824,Miozoa,4.30E-06,0,0,0,0,0,0,0,0
OTU_848543,Annelida,0,0,0,0,8.96E-06,0,0,0,0
OTU_849347,Chordata,0,2.63E-06,7.73E-06,0,0,0,0,0,0
OTU_849396,Chordata,0,0,0,0,0,0,0,0,6.13E-06
