OTUID,Phylum,INDO18S12S1A,INDO18S12S1B,INDO18S12S1C,INDO18S12S2A,INDO18S12S2B,INDO18S12S2C,INDO18S13S1A,INDO18S13S1B,INDO18S13S1C
OTU_1007,Bryozoa,0.001859823,0.001587863,0.000134762,9.69E-05,0,2.20E-05,0.000497297,0.000408324,0.000781731
OTU_499,Arthropoda,0.001087192,0.000879945,0.000146892,0.000787978,0.000550437,0.00038915,0.001130284,0.00078287,0.000426575
OTU_221513,Arthropoda,0.000905058,0.001138133,0.000712139,0.001047706,0.000683701,0.000667794,0.000279306,0.000483526,0.000484225
OTU_189,Rhodophyta,0.000786183,0.000741643,0.000751512,0.000453978,0.000316135,0.000515994,0.000330564,0.000246513,0.001055783
OTU_243,Nemertea,0.000102492,0.000800857,0.000119833,0,8.11E-05,0.000559842,0.006494103,0,0.000356263
OTU_182674,Nematoda,0.000526661,0.000175356,0.000413991,0.000445394,0.001224917,0.000468764,0.002955811,0.000135884,0.000728253
OTU_537641,Arthropoda,0.000865386,0.000652726,0.000214038,0.000935822,0.003120527,0.000683689,0,0,0.000808364
OTU_562,Arthropoda,0.000646994,0.000742948,0.000344037,0.001285367,0.000553334,0.000926016,0.0004572,0.000468734,0.001518514
OTU_359,Platyhelminthes,0.001196032,0.002280896,0.000208742,0,0.002627615,0.000360205,6.92E-05,0,3.00E-05
OTU_1015186,Cnidaria,0.000122833,0.001120893,0,0,0,0.00307943,0,0.000341127,7.55E-06
OTU_982,Cnidaria,0.000299126,4.00E-06,0.000559373,0.000162164,0.003252191,0.002133097,0,6.91E-06,0
OTU_1245,Cnidaria,0.000194113,0.002387004,0,5.30E-06,0.001510748,4.09E-05,0.000566334,0.00191518,4.04E-05
OTU_1177,Arthropoda,0.002258494,3.62E-05,0.002189679,0,0.000460629,0,0,2.71E-06,0.000116241
OTU_317,Arthropoda,0.000607725,0.00171193,0.000459275,0.001296259,0.000969881,0.000586935,0.000430707,6.91E-06,2.49E-06
OTU_66623,Annelida,0.000443964,0.000232162,0.00039429,0.003926949,0.000581401,0.000153111,1.50E-05,0.000243722,0.000140101
OTU_953,Rhodophyta,0.000631847,9.21E-05,4.02E-05,0.000270871,0.00060232,0.001028538,0.000640649,0.002293281,0.000426443
OTU_883,Arthropoda,0.003147278,0.000297706,0.000103807,0.000108485,0,2.33E-05,0.000146356,0.000564333,0.000725027
OTU_1115,Porifera,0.001121939,0.000106404,3.52E-05,6.43E-05,3.10E-05,0.000946322,0.0003367,0.000503979,0.001305627
OTU_125698,Rhodophyta,0.001026985,0.00068524,0.000796051,0.00077882,0.000105371,0.000588393,0.000413014,0.000345637,5.23E-05
OTU_481,Porifera,3.04E-05,4.38E-05,0.000127564,0.000439117,0.002379425,0.000520845,1.84E-05,0.000767638,0.00232494
OTU_1068,Cnidaria,0.000535707,0.00055725,5.91E-05,0.001828038,0.000491694,0.00059795,0.000348724,0.000126655,0.000614019
OTU_33320,Rhodophyta,0.000548864,0.000193498,8.32E-05,0.000751769,0.000252514,0.00111261,0.000833169,0.001774411,0.00086091
OTU_916,Cnidaria,0.000656212,0.000542612,0.000169029,0.000398989,0.000214124,0.000200905,0.001632698,0.00129689,0.000772349
OTU_54,Rhodophyta,0.001056965,0.000549223,0.000361626,0.000338652,0.000138516,0.000667749,0.000233099,0.000962135,0.001153327
OTU_776773,Porifera,0.001754693,0.000231688,2.95E-06,0.000149563,0.000174431,0.00016041,0.000470464,0.002429378,0.000143485
OTU_718,Annelida,0,3.99E-05,0,0,0.006253962,6.50E-05,3.97E-06,0,0
OTU_690,Arthropoda,0.000528265,0.000450511,0.000490929,0.000713488,0.001344226,0.000648584,0.000579316,0.0006403,0.000721853
OTU_393,Echinodermata,0.000117905,0.001460011,0.000331432,0.000854901,0.002043822,3.64E-06,0.001696708,6.91E-06,0.000208294
OTU_875,Arthropoda,7.65E-05,0.000151867,0.000240537,0.002935372,0.000278116,0.000578438,0.000355154,0.000138025,0.00211169
OTU_566,Rhodophyta,0.000156264,9.46E-05,0.00017976,0.000583041,0.000138754,0.000709617,0.002327638,0.001396195,0.000492281
OTU_1322,Arthropoda,0.000878158,0.000260822,0.000436811,0.000198984,0.001715047,7.26E-05,0.001709482,0.000195346,0
OTU_116,Annelida,0.003735292,0.000262466,3.21E-05,0.00037261,0.000286124,0.001342237,1.58E-05,0,0
OTU_410,Cnidaria,0.001081387,0.002725453,1.36E-05,8.00E-05,5.24E-05,8.18E-05,0,0.000196444,2.25E-05
OTU_616,Rhodophyta,0.000870968,0.000631244,0.000355027,0.000499099,0.000248021,0.000480512,0.000531848,0.000691937,0.000342715
OTU_222,Chordata,8.50E-06,6.00E-06,7.50E-06,3.22E-05,3.56E-05,0.000504432,0.005774564,8.00E-05,0.000322865
OTU_5727,Arthropoda,0.000529526,0.000870773,0.000680343,0.000899738,0.00062576,0.000250106,0.000770154,0.000381326,0.001084658
OTU_620,Arthropoda,0.000507048,0.000385973,0.000413153,0.000412781,0.00041831,0.001222747,9.99E-05,0.000630935,0.002632247
OTU_1438,Annelida,0,0,0,9.82E-05,0,0,0,0.008249794,5.07E-06
OTU_420,Porifera,0.002028367,5.99E-05,0.000150434,1.26E-05,7.25E-05,0.000599813,0.000415924,0.00065208,0.000128737
OTU_608,Arthropoda,0.000599104,0.000690257,0.000164168,0.000618178,0.000727157,0.000442087,0.001070269,0.000721688,0.000453902
OTU_219129,Ochrophyta,0.000475907,0.000113754,0.000997151,0.000250704,0.00022959,0.00119343,4.40E-05,0.001568166,0.000184189
OTU_732,Arthropoda,0.002353722,1.84E-05,0.000504094,8.67E-05,0,0.000599218,0.000203035,6.39E-05,0.000267859
OTU_1617,Arthropoda,0.001121605,0.000753439,0,0.000151228,0,0.001790443,0.002475248,0,0
OTU_639,Cnidaria,0.001963839,7.92E-05,1.07E-05,1.90E-05,4.03E-06,0.000107974,0.000188003,0.0011694,0.001381723
OTU_921,Arthropoda,0.000365878,0.000412741,0.000384261,0.001307246,0.000454128,0.000647935,0.000664956,0.000853,0.000740424
OTU_631,Mollusca,0.001620193,0.002291875,1.25E-05,0.000111645,0.000539229,0.0010159,1.58E-05,2.32E-05,0.000231357
OTU_940,Arthropoda,0.000193955,7.90E-05,0.000193279,0.000929208,0.000275219,0.000483597,0.001001543,0.001372847,0.001536401
OTU_1439,Annelida,0.000589899,0.000622041,0.000804042,0.000100819,0.000695846,0.001009197,0.000448726,0.000854638,0.000348723
OTU_1235,Bryozoa,0.003199305,2.63E-06,5.91E-05,4.20E-06,0.000104485,4.46E-05,0.000102991,9.63E-06,2.66E-05
OTU_1191,Platyhelminthes,1.58E-05,4.19E-05,3.09E-05,0.000173628,1.14E-06,0.000215003,0.004997271,0.000165501,9.60E-05
OTU_347,Arthropoda,0.000419643,0.000413676,0.000222152,0.000679743,0.000938774,0.00129541,0.00039411,0.000623088,0.000213852
OTU_1321,Rhodophyta,0.000370531,0.000214902,0.000243409,0.000434869,0.000235514,0.001446601,0.000163813,0.001780683,0.000226567
OTU_609,Arthropoda,0.000472211,0.000251015,0.000603031,0.000435113,0.000535952,0.000391103,0.000631121,0.000561619,0.002425809
OTU_597,Rhodophyta,0.00053292,0.000118622,1.54E-05,0.000673108,6.33E-05,0.000320309,0.002792806,0.000733032,9.75E-05
OTU_40465,Chordata,0.000243472,6.00E-06,0.003562724,0.000134817,7.61E-05,3.15E-06,0.000126758,0.001650511,3.71E-05
OTU_1240,Arthropoda,0.000247016,0.001079,0.000943203,0.000412781,1.14E-06,0.00134571,0.000737366,0.000378613,0.000239534
OTU_937,Ochrophyta,0.000344176,3.08E-05,0.00034335,9.04E-05,7.72E-05,0.001478935,0.000219821,0.000431584,0.001647224
OTU_1266,Mollusca,0.000318767,0.001004624,0.000390424,0.000442193,0.000573895,0.000523611,0.001056938,0.000602316,0.000243805
OTU_1079,Rhodophyta,0.000806323,0.000540984,0.000169984,0.000607445,9.79E-05,0.000320771,0.001828099,0.000120664,6.99E-05
OTU_511,Arthropoda,0.000385049,0.000226573,0.001325896,0.000230822,0.000444883,0.0002762,0.000668074,0.00061053,0.002422393
OTU_815571,Arthropoda,0.000470045,0.000455142,0.000490929,0.000984309,0.000905013,0.000473219,0.000592086,0.000431389,0.000379046
OTU_670,Mollusca,0.000194402,0.000377095,0.000106405,7.71E-05,0.000797743,0.00088566,0.002226713,0.000643301,0.000230284
OTU_1065099,Rhodophyta,0.000670997,0.000296234,0.000620375,0.000775199,0.000236986,0.000540071,0.000217865,0.0002695,0.000197958
OTU_2206048,Arthropoda,0.000462341,0.000511411,6.96E-05,0.000938721,0.000151149,0.00024368,0.001808526,0.00018071,0.000658457
OTU_306,Platyhelminthes,0.000222774,0.000897455,4.64E-05,1.92E-05,0.003448022,0.000345091,9.72E-05,3.26E-05,0.000254637
OTU_10206,Rhodophyta,0.000829661,0.000570195,7.11E-05,0.00043053,0.00064696,0.000480312,0.000225254,8.13E-06,5.40E-05
OTU_1479,Annelida,0.001688378,5.55E-05,8.50E-05,8.30E-05,0.003429467,2.09E-05,6.71E-06,4.20E-06,0.000101465
OTU_269,Arthropoda,0.000406136,0.000491417,0.000229405,0.000451201,0.000580183,0.000518413,0.000782066,0.000964647,0.000826901
OTU_1128,Nemertea,0.000237056,9.94E-05,9.68E-05,0.000663982,0.000189444,0.000271477,0.00415022,0.00018178,5.05E-05
OTU_1042,Annelida,0.001091158,3.89E-05,0,0,8.46E-05,0.000648536,0.00080714,0,0.002458099
OTU_91212,Porifera,0.001709016,1.60E-05,0.001005879,7.48E-05,2.11E-05,0.000184048,0.000813773,0.000225147,0.000162769
OTU_1406,Arthropoda,0,0.001478408,0,0.003408054,2.90E-06,9.08E-05,0,0,0
OTU_984,Echinodermata,0.004208106,2.90E-05,2.95E-06,0.000991993,1.14E-06,1.73E-05,8.87E-05,2.71E-06,8.17E-06
OTU_1675,Ochrophyta,0.00047583,0.000490389,9.43E-05,0.000781655,0.000313549,0.000293769,0.001008828,0.000301331,0.000381212
OTU_1247,Bryozoa,0.000536563,0.000537404,4.20E-05,0.000298723,0.000242619,0.000465796,0.00091677,0.000485171,0.001657727
OTU_744,Arthropoda,0.000811681,0.001377241,0.000417019,0.000419194,0.000443247,0.000606577,6.03E-05,2.47E-05,0.000545827
OTU_1456,Annelida,0,6.59E-05,0,1.69E-05,0,0.000901896,0,0,0.001951493
OTU_958,Annelida,0,9.18E-05,1.09E-05,4.19E-05,0.000294139,0,0,0.000524231,0.003845929
OTU_1362,Porifera,0.000104456,2.77E-05,0,0,0,8.85E-05,0.002808477,0.004001904,6.84E-05
OTU_978,Porifera,0.000339922,0.000185149,0.001137317,0.000132245,6.52E-05,0.000604693,0.00159217,0.00108623,8.15E-05
OTU_1388,Annelida,7.68E-05,0.00521614,7.46E-05,0.000197553,5.69E-05,0.00013359,0,0.000145441,4.39E-05
OTU_1314,Arthropoda,0.000747085,0.000279264,0,9.97E-05,0.001158816,2.10E-06,0,0.00074353,0.002125617
OTU_847,Echinodermata,0.001003272,0.001715429,0.000461527,0.000166589,8.87E-05,0.00022171,0.001671618,7.16E-05,0.000169262
OTU_19829,Mollusca,0.00072515,0.000331769,8.55E-05,5.79E-05,0.000917823,1.31E-05,2.74E-06,5.43E-06,0.000949671
OTU_443,Ochrophyta,0.000695037,0.000189635,0.000687909,0.000799284,0.000473763,0.000179562,0.000258817,0.00026734,0.000189319
OTU_519,Platyhelminthes,6.20E-05,0.000356242,0.000288088,0.001268769,0.000306326,0.000484901,0.001287698,0.00036499,0.000599479
OTU_1434,Bryozoa,0.000759519,2.60E-05,3.25E-05,0,0.00094049,1.05E-06,0.001344548,0.000280182,0.000118963
OTU_225,Cnidaria,0,0,0.001494512,0.000800672,0,0.000384725,0.001559094,0.000532901,7.08E-05
OTU_1046,Mollusca,0.000203105,0.00013441,0.000118639,0.000210416,0.00016971,0.001877981,9.87E-05,3.53E-05,0.002413558
OTU_863,Porifera,0.00051804,0.000150229,0.000482733,0.000189684,0.001398106,0.000111508,0.000458596,0.000267412,0.000656478
OTU_250,Arthropoda,0.000175804,0.000980128,0.001570996,0.000275273,0.000318047,0.001212709,0.000212953,5.57E-05,0.000252698
OTU_123945,Xenacoelomorpha,0.000638078,7.26E-06,0,0.000627458,0.001255555,2.59E-06,0.0015649,0,0.000158298
OTU_174561,Annelida,5.35E-05,0.000292437,0.000189414,0.000865921,0.001964535,0.000106029,0.000614015,0,0.000923528
OTU_1491,Chordata,1.24E-05,0,7.73E-06,1.05E-05,0,7.83E-06,3.40E-06,7.33E-05,0.003430748
OTU_816,Arthropoda,0.000408356,0.00049332,0.000411565,0.000673894,0.000481181,0.000398064,0.000445157,0.000615882,0.000779841
OTU_1004715,Bryozoa,0.000409924,0.000411002,0.000836305,0.000438513,0.000141479,0.000744846,0.000841763,0.000214338,0.000449934
OTU_1211,Arthropoda,0.000806302,0.000120652,0.001160049,0.001452187,0.000212319,5.00E-05,8.86E-05,0.0001368,0.000203781
OTU_349,Arthropoda,0.000117185,0.000239443,0.000229374,0.000202392,0.000531215,0.00027172,0.000842384,0.000613664,0.00158987
OTU_754,Annelida,0.00112864,0.000300332,0.000126137,0.002620133,1.10E-05,0.000182099,0,0,3.03E-05
OTU_1510,Chordata,0.005123342,0,0,0,2.90E-06,4.15E-05,0,2.11E-05,0
OTU_839,Cnidaria,0.000888169,0.000565875,8.16E-05,0.000817935,0.000300691,0.000305287,0.000303512,0.000146713,0.000178421
OTU_1026,Mollusca,2.55E-05,0.002201377,5.79E-05,6.33E-06,1.56E-05,0.000654946,0.000261438,1.33E-05,1.02E-05
OTU_1444,Arthropoda,0.000353428,0.000187054,0.00014666,8.61E-05,0.000422968,7.78E-05,0.000818851,0.000179067,0.001858408
OTU_998,Arthropoda,0.000267226,0.000279264,0.000170086,0.000373566,0.000553334,0.000116745,0.000995969,0.001165423,0.000535719
OTU_762,Sipuncula,0.001264354,0.001615705,0.000445437,0.000379963,0.000150646,8.11E-05,2.47E-05,0.000657515,0.000169262
OTU_2789,Cnidaria,0,0.001010538,0,0.002597059,0,0.000257778,0,0,0.000331426
OTU_316953,Platyhelminthes,3.01E-05,1.12E-05,7.16E-05,4.63E-05,0.001080897,0.000432271,7.93E-06,0.000247253,0.002164184
OTU_55,Porifera,3.91E-05,0.000403457,1.48E-05,0.000107912,9.10E-06,0.000158277,0.0006085,0.002447188,0.000869521
OTU_82,Arthropoda,0.000181879,0.000423109,0.000400426,0.000140179,0.000250842,0.000553846,0.000466546,0.001018687,0.001382818
OTU_1097,Arthropoda,0.000547966,0.000464307,0.000487064,0.00062292,0.000847265,0.0002767,0.000126751,0.00023333,0.000707553
OTU_429,Rhodophyta,0.000276169,0.000379857,0.000480629,0.000285694,0.000179135,0.000511783,0.000835643,0.00070103,0.00037273
OTU_760,Chordata,0.000197733,3.60E-06,7.73E-06,0.002023344,0,0,0.000216872,0.001721295,4.97E-06
OTU_14,Rhodophyta,0.000235293,0.000307742,0.000869437,0.000260362,0.000150635,0.000216726,0.000698192,0.000389858,0.000644378
OTU_1609,Chordata,4.65E-05,0,5.90E-06,0,9.27E-05,0.000607632,0.002775839,0.000483599,0.000152195
OTU_1511,Rhodophyta,0.000399994,8.18E-05,0.000379091,0.000176509,0.000409182,0.000478222,0.0006889,0.000407016,0.000486496
OTU_1568,Rhodophyta,0.000555969,0.000538398,0.000122729,0.000335483,0.000167671,0.000616804,0.000130807,6.79E-05,9.65E-05
OTU_1685,Cnidaria,0.000284802,0.000385332,0.000262039,0.000135367,0.000200091,0.000493843,0.000476179,0.000692805,0.000944303
OTU_117801,Echinodermata,0,0,0,2.11E-06,0,0,0,0.005871632,0
OTU_1500,Platyhelminthes,0.000927694,0.000702437,0.000284459,0.000159948,0.000161426,0.000429405,0.000196168,0.000346763,0.000117422
OTU_93,Rhodophyta,0.000423135,0.000166682,0.000363362,0.000257249,0.000341101,0.000507961,3.40E-06,2.50E-05,0.000446203
OTU_727,Cnidaria,0.000900338,0.000587004,0.000193498,0.000643709,0.000120428,0.000164522,0.000837115,9.70E-05,8.90E-05
OTU_5297,Porifera,0.000320704,6.06E-05,0.000296329,0.000363648,0.000555484,0.000428925,3.39E-05,0.000153638,0.000169489
OTU_1400,Arthropoda,0.000323258,0.000711029,0.00022807,0.000156534,0.000530158,0.000538633,0.000433712,0.000574906,0.000661114
OTU_843,Porifera,0.000424101,0.002042021,0.000269651,6.83E-05,0.000166401,0.000645023,7.80E-05,0.000393693,0.000785089
OTU_1664,Cnidaria,0,0.001442876,0,0,0,0.004052408,0,0,0.000925463
OTU_90954,Chordata,2.48E-05,0.000449395,0.001033958,8.22E-05,0.000356613,0.000466679,2.38E-05,0.000222985,6.33E-05
OTU_282,Nemertea,0.000283605,0.00036173,0.000951325,0.000174602,0.000188811,0.000213611,0.000205981,6.57E-05,0.001251365
OTU_1193,Arthropoda,0.000667475,4.70E-05,0,0.000481253,0.000171334,0.000318679,0.00122166,0.000478442,0.000175165
OTU_7,Rhodophyta,0.000372012,0.000690419,0.000378829,0.000311803,0.000329738,0.000292062,0.000222275,0.000240219,0.000213809
OTU_450,Arthropoda,0.000618081,0.000153448,0.000130518,0.000373838,0.00055063,0.000275652,0.000268679,0.000340428,0.001018279
OTU_1352,Rhodophyta,0.000354159,0.000249561,0.000155106,0.0002709,0.000127739,0.000396257,0.000678646,0.001540858,0.000369292
OTU_1454,Bryozoa,0.000109575,0.000212137,2.66E-05,3.47E-05,5.49E-05,0.000167668,0.001563558,0.001574861,0.000657671
OTU_1735,Cnidaria,0,0,3.63E-06,0,0.00070419,0.00258779,5.47E-06,0,0
OTU_1213,Annelida,2.87E-06,0.005270913,0,0,0,0,0,0,0
OTU_2623,Chordata,0,2.00E-06,4.77E-06,0,0.001579773,0,0,0.00029881,0
OTU_1714,Arthropoda,0.000833491,0.000742948,0.000977993,0.000154232,0.000130367,9.60E-05,0,0,0.00088695
OTU_1015,Arthropoda,0.000706857,0.000653326,1.46E-05,0.000545997,0.000249145,0.000342452,0.000235738,0.000534488,5.56E-05
OTU_590,Cnidaria,0.000344072,0.000318232,9.36E-05,0.00215894,7.19E-05,0.000299415,1.10E-05,4.10E-05,5.07E-06
OTU_371,Rhodophyta,0.000889484,0.000241585,6.68E-05,0.000333377,0.000546632,0.000168843,1.19E-05,9.67E-05,9.50E-05
OTU_975,Rhodophyta,0.000526584,3.86E-05,0.000328825,0.000400785,0.000269789,0.000442515,0.0003681,0.000245308,0.000112139
OTU_1181,Platyhelminthes,0.000113096,0.00013996,6.18E-05,0.000141484,0.002009811,0.001151388,0,0.000365518,0
OTU_1549,Cnidaria,7.20E-06,2.00E-05,0,0.000564168,0.003117128,0,7.93E-06,5.43E-06,0
OTU_939,Bryozoa,0.000688656,0.000348715,0.000246554,5.69E-05,0.000250254,0.000418842,0.000196375,0.000386023,0.000129895
OTU_1089,Arthropoda,0.000519552,0.001948271,6.18E-05,0.000336947,0.00041138,6.59E-05,1.64E-05,5.71E-05,9.17E-06
OTU_2265,Rhodophyta,0.000282728,0.000577651,0.000486821,0.000151434,0.001314953,0.000480106,0.000519636,0.00019739,1.12E-05
OTU_194332,Porifera,0.00023997,0.000273286,4.71E-05,0.000479699,0.000219588,0.000308502,0.000593426,0.000549685,0.00076256
OTU_652,Arthropoda,0.00062414,0.000310975,0.000561165,0.000429929,0.000478011,0.000149167,0.000195556,0.000451809,0.000526486
OTU_89,Porifera,0.000736621,0.000540815,0.00021213,0.000133898,0,0.000764543,2.74E-06,3.71E-05,0
OTU_826,Arthropoda,0.000328874,0.000172212,0.00027627,0.000336947,0.000216651,0.00063724,0.000117869,0.000575185,0.001712974
OTU_1563,Platyhelminthes,0.000583195,0.000766425,3.34E-05,0.000205419,0.00038862,0.000912262,7.37E-06,4.14E-05,2.04E-06
OTU_487075,Rhodophyta,0.000439177,0.000501452,0.000363268,0.000291508,0.000166269,0.000201571,0.00084823,0.000451236,5.70E-05
OTU_24494,Arthropoda,0.00015361,0.000467197,0,0.000397336,0.000253724,0.000829545,0.001259315,0,0.00060142
OTU_1541,Entoprocta,0.00025622,0.000493583,1.55E-05,0.000993551,7.27E-05,0.000639037,0.000293044,0.000367459,0.000465351
OTU_705,Arthropoda,0.00070856,0.000409042,0.000193047,0.000479078,0.000118779,0.000220653,0.000619934,0.000314374,0.00024095
OTU_1018,Rhodophyta,0.000355716,0.000373704,0.000314283,0.000128586,0.000239453,0.000267667,0.00089917,0.000544693,0.000276126
OTU_1576,Rhodophyta,0.000691415,0.000160608,0.000542272,1.45E-05,6.07E-06,7.55E-05,0.000484623,0.001310751,0.000377632
OTU_995643,Cnidaria,1.14E-05,0.001008642,3.64E-05,5.17E-05,4.53E-06,4.98E-05,0.003013541,2.77E-05,3.09E-05
OTU_1360,Annelida,0.000296653,0.000121111,2.07E-05,0.000506109,2.61E-05,0.000730955,0.00013468,2.53E-05,0.000415753
OTU_1405,Porifera,0.00020183,6.71E-05,0.000224042,0.001481289,0.000419544,8.49E-05,1.74E-05,3.20E-05,1.00E-05
OTU_1708,Mollusca,5.17E-05,0,0,0,0,4.36E-05,0.004404282,0,0
OTU_1178,Arthropoda,0.000306351,0.000572943,0.00022807,0.000824598,0.000495394,9.91E-05,0.000518231,0.000314724,0.000171834
OTU_14814,Arthropoda,0.000249986,0.000458415,0.000289919,0.000289922,0.000396894,0.000573348,0.000616756,0.000408457,0.000368938
OTU_1893245,Porifera,0.001488607,1.80E-05,0.000127942,8.45E-05,0.00028258,9.96E-05,0.000179925,7.29E-05,2.95E-05
OTU_1731,Porifera,0.001737109,0.000664787,0,0,0.001011411,2.85E-05,0.000228042,0,1.73E-05
OTU_944,Arthropoda,0.001128348,0.000788532,0.000162355,0.000408581,5.79E-05,0.000334303,0,0,0.000318399
OTU_945,Annelida,0.00036558,0.000185397,0.000362219,0.000886194,0.000550507,0.00063888,0.000297114,0.000386692,0.000278756
OTU_1505,Mollusca,6.18E-05,0.000484097,0.000595836,4.78E-05,0.000223072,0.00043748,0.000446805,0.001715998,0.000171658
OTU_486,Arthropoda,0.000643975,0.000249015,0.000483198,0.000402196,0.000348148,0.000415826,0.000172078,0.00042732,1.42E-05
OTU_833577,Rhodophyta,0.000303424,0.000332531,0.000407012,0.00029502,0.000236975,0.000256173,0.00036736,0.000627956,0.000302438
OTU_2240,Porifera,0.001035792,1.76E-05,6.75E-05,0.000469835,5.67E-06,0.000308712,7.93E-06,0.000603312,6.13E-06
OTU_16329,Bryozoa,0.000577047,0.000227252,0.000155978,7.41E-05,7.80E-05,0.00017903,0.000715268,0.000643987,0.000530457
OTU_775689,Rhodophyta,0.000260836,0.00030621,0.000288108,0.000157977,0.000133628,0.000255548,0.00036857,0.001256197,0.000269802
OTU_1338,Echinodermata,8.50E-06,4.31E-05,5.90E-06,4.40E-05,0.002783569,2.62E-05,0.000446215,0.000482516,1.49E-05
OTU_135,Annelida,0.000951636,0.000325673,0.000146428,5.25E-05,0,0,0.000766916,0.000245316,0.001381885
OTU_1800,Arthropoda,0.000840325,6.85E-05,0.000455675,0.000551873,0.00010543,0.000154267,0.000551033,0.000116452,0.000143554
OTU_117958,Annelida,0,0,0,7.97E-06,0,0,0,0.004988759,0
OTU_15531,Arthropoda,0.000186814,7.52E-05,0.000368132,0.000244702,0.000192341,9.46E-05,0.001802777,0.000369281,0.000184355
OTU_17928,Annelida,0.000267226,6.65E-05,0.000664881,6.32E-05,0.000194102,0.00025436,0,2.17E-05,0.001808633
OTU_467,Chordata,7.44E-05,0.000142992,5.90E-06,0.001980621,3.18E-05,6.66E-05,0.000414703,7.67E-05,9.97E-06
OTU_878,Arthropoda,0.000232428,0.000258918,0.000210776,0.000279953,0.00045285,0.000160972,0.00040572,0.000871132,0.000589925
OTU_1275,Arthropoda,0.000735877,0.000210765,0.000208742,0.000176133,0.000793789,0.000265175,0.00012032,0.0001875,0.000251744
OTU_479,Arthropoda,8.39E-05,0.000266351,0.000216473,0.000818706,0.000257235,0.000507179,8.77E-05,0.000387046,0.000794653
OTU_139,Cnidaria,0.000118557,0.000233337,0.000324668,4.74E-05,0.000389235,0.000210296,1.62E-05,0.00133254,0.0008979
OTU_1744,Rhodophyta,0.000309424,0.000159918,0.000252947,0.000492679,7.27E-05,0.00030377,0.00023885,0.000967553,0.000295422
